"Gender","Age","Driving_License","Region_Code","Previously_Insured","Vehicle_Age","Vehicle_Damage","Annual_Premium","Policy_Sales_Channel","Vintage","Response"
"Male",62,1,9,0,"1-2 Year","Yes",2630,26,108,0
"Male",40,1,33,0,"1-2 Year","Yes",36146,124,269,0
"Female",23,1,8,1,"< 1 Year","No",67477,152,187,0
"Male",53,1,8,0,"1-2 Year","Yes",2630,29,235,0
"Male",62,1,15,0,"1-2 Year","No",35272,124,272,0
"Female",51,1,23,0,"1-2 Year","Yes",2630,26,194,0
"Male",44,1,28,0,"1-2 Year","Yes",51355,26,158,1
"Male",32,1,28,0,"1-2 Year","Yes",29345,125,69,0
"Male",60,1,28,0,"1-2 Year","Yes",52103,125,214,0
"Male",24,1,41,1,"< 1 Year","Yes",2630,157,267,0
"Male",69,1,46,0,"1-2 Year","Yes",40383,157,22,0
"Female",25,1,14,1,"< 1 Year","No",34307,152,33,0
"Male",74,1,28,0,"1-2 Year","No",39471,26,89,0
"Male",32,1,10,0,"< 1 Year","Yes",31974,156,147,0
"Male",74,1,41,1,"1-2 Year","No",22792,26,185,0
"Male",36,1,31,0,"1-2 Year","Yes",2630,26,145,1
"Male",78,1,39,1,"1-2 Year","No",45007,26,50,0
"Male",44,1,46,1,"1-2 Year","No",2630,152,40,0
"Male",51,1,20,1,"1-2 Year","No",2630,124,206,0
"Female",24,1,41,1,"< 1 Year","No",41136,152,225,0
"Male",29,1,31,0,"1-2 Year","Yes",2630,124,52,0
"Male",45,1,46,0,"1-2 Year","Yes",31674,157,94,1
"Male",21,1,3,0,"< 1 Year","Yes",25252,160,116,0
"Female",24,1,36,1,"< 1 Year","No",42399,152,218,0
"Female",26,1,28,1,"< 1 Year","No",44233,152,246,0
"Female",42,1,20,0,"1-2 Year","Yes",2630,26,280,1
"Male",21,1,35,1,"< 1 Year","No",42149,152,36,0
"Male",22,1,21,0,"< 1 Year","Yes",33670,152,220,0
"Male",32,1,40,0,"< 1 Year","Yes",2630,152,174,1
"Female",42,1,32,0,"1-2 Year","Yes",2630,156,264,0
"Female",44,1,28,0,"1-2 Year","Yes",45476,124,76,0
"Female",48,1,11,0,"1-2 Year","No",28261,152,286,0
"Female",24,1,41,1,"< 1 Year","No",26382,152,162,0
"Female",20,1,28,0,"< 1 Year","Yes",43803,160,194,0
"Male",50,1,8,0,"> 2 Years","Yes",45120,25,281,1
"Female",25,1,8,0,"< 1 Year","No",35648,152,80,0
"Male",51,1,8,0,"1-2 Year","Yes",2630,26,228,1
"Female",45,1,28,0,"1-2 Year","Yes",48311,26,120,1
"Female",39,1,29,0,"1-2 Year","Yes",2630,156,163,1
"Male",50,1,3,0,"1-2 Year","No",46856,26,263,0
"Male",40,1,12,1,"1-2 Year","No",2630,26,107,0
"Male",40,1,4,1,"1-2 Year","No",2630,156,92,0
"Male",24,1,6,1,"< 1 Year","No",26544,152,188,0
"Female",61,1,28,0,"1-2 Year","Yes",38285,26,129,0
"Male",23,1,30,1,"< 1 Year","No",25261,152,295,0
"Female",38,1,35,0,"1-2 Year","Yes",26782,10,188,1
"Male",43,1,28,0,"1-2 Year","Yes",25319,26,289,0
"Female",25,1,37,0,"< 1 Year","Yes",35439,26,179,0
"Female",41,1,28,0,"1-2 Year","Yes",2630,26,101,0
"Female",44,1,28,1,"1-2 Year","No",46809,26,134,0
"Female",43,1,47,0,"1-2 Year","Yes",49910,26,85,0
"Male",51,1,28,0,"1-2 Year","Yes",39751,26,54,1
"Female",55,1,46,0,"1-2 Year","Yes",2630,152,243,0
"Female",24,1,28,1,"< 1 Year","No",43716,151,111,0
"Male",23,1,17,1,"< 1 Year","No",33481,151,119,0
"Male",22,1,29,1,"< 1 Year","No",34851,163,52,0
"Female",73,1,43,1,"1-2 Year","No",27839,152,67,0
"Female",23,1,33,1,"< 1 Year","No",53170,152,291,0
"Female",50,1,17,0,"1-2 Year","Yes",35075,124,43,1
"Female",23,1,24,0,"< 1 Year","Yes",27401,152,143,1
"Female",23,1,29,1,"< 1 Year","No",69051,152,64,0
"Male",26,1,41,1,"< 1 Year","No",41787,152,249,0
"Male",25,1,41,1,"< 1 Year","No",41970,152,146,0
"Male",27,1,41,1,"< 1 Year","No",19925,152,154,0
"Female",24,1,27,1,"< 1 Year","Yes",32547,152,102,0
"Male",42,1,28,0,"1-2 Year","Yes",24314,124,284,0
"Male",45,1,8,0,"1-2 Year","Yes",45847,26,45,0
"Male",33,1,30,0,"< 1 Year","Yes",26756,152,216,0
"Female",41,1,2,1,"1-2 Year","No",44311,29,224,0
"Male",41,1,46,0,"1-2 Year","Yes",21801,124,141,0
"Female",55,1,8,0,"> 2 Years","Yes",2630,157,126,0
"Female",30,1,8,0,"1-2 Year","Yes",52698,26,44,0
"Female",61,1,50,0,"1-2 Year","Yes",34217,124,122,0
"Male",27,1,28,0,"< 1 Year","Yes",35892,158,23,1
"Male",45,1,45,0,"1-2 Year","No",27663,26,87,0
"Male",41,1,6,0,"> 2 Years","Yes",34722,124,65,1
"Female",43,1,45,0,"1-2 Year","Yes",20945,155,88,1
"Female",38,1,28,1,"1-2 Year","No",27317,122,29,0
"Male",35,1,39,0,"1-2 Year","Yes",33205,26,26,1
"Male",77,1,41,0,"1-2 Year","No",42757,124,280,0
"Female",46,1,36,1,"1-2 Year","No",36947,124,148,0
"Female",23,1,46,0,"< 1 Year","No",34513,160,47,0
"Female",46,1,28,0,"1-2 Year","Yes",37154,26,169,1
"Female",34,1,41,1,"< 1 Year","No",36835,152,37,0
"Female",39,1,28,0,"1-2 Year","Yes",23694,124,238,0
"Female",22,1,4,1,"< 1 Year","No",2630,152,12,0
"Female",29,1,50,1,"< 1 Year","No",25693,152,258,0
"Female",42,1,39,0,"1-2 Year","Yes",2630,124,256,1
"Female",30,1,46,0,"1-2 Year","Yes",25660,26,31,1
"Male",48,1,28,0,"1-2 Year","Yes",32488,26,246,1
"Male",25,1,34,0,"< 1 Year","Yes",34315,152,63,0
"Female",27,1,41,0,"< 1 Year","Yes",34273,124,167,1
"Male",41,1,28,1,"1-2 Year","No",32283,125,69,0
"Female",21,1,26,1,"< 1 Year","No",41278,160,837,0
"Female",76,1,28,1,"1-2 Year","No",36637,26,87,0
"Female",47,1,28,1,"1-2 Year","No",24504,26,35,0
"Female",25,1,6,1,"< 1 Year","No",21881,152,140,0
"Female",32,1,28,1,"1-2 Year","No",40949,122,215,0
"Female",24,1,28,0,"< 1 Year","Yes",40746,152,257,1
"Female",59,1,8,0,"1-2 Year","Yes",45919,124,275,1
"Male",25,1,43,1,"< 1 Year","No",26564,152,17,0
"Male",56,1,28,0,"1-2 Year","Yes",27387,26,38,0
"Female",34,1,50,1,"1-2 Year","No",24555,124,192,0
"Male",21,1,32,1,"< 1 Year","No",34186,152,256,0
"Male",23,1,12,1,"< 1 Year","No",49035,152,151,0
"Female",66,1,29,1,"1-2 Year","No",23840,124,116,0
"Female",39,1,28,0,"1-2 Year","Yes",2630,156,124,0
"Male",22,1,39,1,"< 1 Year","No",24463,152,27,0
"Female",44,1,46,0,"1-2 Year","Yes",23490,26,38,1
"Female",23,1,6,1,"< 1 Year","No",24418,152,208,0
"Female",22,1,30,1,"< 1 Year","No",27311,152,117,0
"Male",56,1,28,0,"1-2 Year","Yes",27453,124,279,0
"Female",28,1,36,1,"< 1 Year","No",37645,6,265,0
"Male",56,1,3,1,"1-2 Year","No",34939,26,119,0
"Male",23,1,41,1,"< 1 Year","No",28897,152,15,0
"Female",44,1,17,0,"1-2 Year","Yes",2630,124,20,1
"Female",41,1,43,1,"1-2 Year","No",36381,124,96,0
"Male",21,1,33,0,"< 1 Year","Yes",2630,160,170,0
"Male",25,1,8,1,"< 1 Year","No",41709,152,79,0
"Male",27,1,41,1,"< 1 Year","No",31850,152,131,0
"Female",49,1,8,0,"1-2 Year","Yes",28931,26,279,1
"Female",24,1,41,0,"< 1 Year","Yes",2630,152,78,0
"Female",53,1,41,0,"1-2 Year","Yes",2630,124,145,0
"Male",35,1,8,0,"1-2 Year","No",2630,26,136,0
"Male",28,1,41,1,"< 1 Year","No",41649,152,51,0
"Female",23,1,1,1,"< 1 Year","No",2630,152,28,0
"Female",54,1,48,1,"1-2 Year","Yes",2630,26,292,0
"Female",21,1,15,1,"< 1 Year","No",28699,152,128,0
"Male",30,1,28,0,"1-2 Year","Yes",49813,124,225,0
"Female",42,1,20,0,"1-2 Year","Yes",2630,133,181,0
"Male",24,1,11,1,"< 1 Year","No",22081,152,96,0
"Male",61,1,28,0,"> 2 Years","Yes",41760,124,63,0
"Male",24,1,35,1,"< 1 Year","No",33174,152,261,0
"Male",54,1,3,1,"1-2 Year","No",58184,156,274,0
"Female",61,1,50,1,"1-2 Year","No",44597,124,172,0
"Male",31,1,48,0,"1-2 Year","No",2630,15,156,0
"Male",20,1,28,0,"< 1 Year","No",2630,160,140,0
"Female",31,1,41,1,"< 1 Year","No",2630,152,143,0
"Female",55,1,37,0,"1-2 Year","Yes",35209,26,89,1
"Male",42,1,3,0,"1-2 Year","Yes",2630,26,231,0
"Female",36,1,28,0,"1-2 Year","Yes",2630,157,109,1
"Female",29,1,21,1,"< 1 Year","No",29574,152,176,0
"Male",46,1,28,0,"1-2 Year","Yes",24237,26,71,0
"Male",22,1,45,0,"< 1 Year","Yes",35950,152,57,1
"Male",60,1,3,0,"1-2 Year","No",25088,26,148,0
"Male",24,1,8,0,"< 1 Year","No",40080,152,209,0
"Male",25,1,36,0,"< 1 Year","Yes",63269,160,283,0
"Female",21,1,12,0,"< 1 Year","Yes",33576,152,168,0
"Male",32,1,25,0,"1-2 Year","Yes",192034,124,206,0
"Female",31,1,50,0,"< 1 Year","Yes",2630,152,277,1
"Male",76,1,28,0,"1-2 Year","Yes",36036,26,205,0
"Female",21,1,37,0,"< 1 Year","No",29952,152,36,0
"Male",21,1,5,0,"< 1 Year","No",22141,152,196,1
"Male",27,1,41,0,"< 1 Year","Yes",2630,156,284,0
"Female",46,1,28,0,"1-2 Year","Yes",47195,26,198,1
"Female",63,1,29,0,"1-2 Year","Yes",46565,124,129,0
"Male",22,1,46,0,"1-2 Year","Yes",49061,124,168,0
"Male",53,1,28,0,"1-2 Year","Yes",33255,26,182,0
"Male",57,1,23,1,"1-2 Year","No",20505,124,161,0
"Female",66,1,28,0,"1-2 Year","Yes",2630,26,56,0
"Female",49,1,45,0,"> 2 Years","Yes",37020,24,27,1
"Male",22,1,8,1,"< 1 Year","No",43014,152,55,0
"Female",33,1,28,1,"< 1 Year","No",31928,26,172,0
"Female",21,1,38,0,"< 1 Year","Yes",2630,156,244,0
"Male",24,1,30,1,"< 1 Year","No",35387,152,19,0
"Female",22,1,7,1,"< 1 Year","No",28955,152,168,0
"Male",41,1,28,0,"1-2 Year","Yes",28377,124,266,1
"Female",24,1,46,1,"< 1 Year","No",22459,152,170,0
"Female",24,1,26,1,"< 1 Year","No",42182,152,109,0
"Female",26,1,5,1,"< 1 Year","No",25191,152,248,0
"Male",76,1,28,0,"1-2 Year","Yes",45599,125,215,0
"Male",53,1,8,1,"1-2 Year","No",55961,26,276,0
"Female",51,1,11,0,"1-2 Year","Yes",2630,156,31,1
"Female",25,1,29,1,"< 1 Year","No",34844,152,144,0
"Male",20,1,45,0,"< 1 Year","Yes",28504,160,60,0
"Male",33,1,11,1,"1-2 Year","No",27714,124,237,0
"Male",28,1,36,1,"< 1 Year","No",34844,152,86,0
"Female",23,1,17,0,"< 1 Year","Yes",37889,152,202,0
"Female",21,1,25,0,"< 1 Year","Yes",20124,152,77,1
"Female",28,1,8,0,"1-2 Year","Yes",38639,154,240,0
"Male",23,1,9,0,"< 1 Year","Yes",39656,151,294,1
"Female",22,1,21,0,"< 1 Year","No",25674,152,165,0
"Female",47,1,27,0,"1-2 Year","Yes",24042,26,32,0
"Male",65,1,45,1,"1-2 Year","No",27848,26,162,0
"Male",76,1,28,0,"> 2 Years","Yes",48654,26,168,0
"Male",68,1,8,0,"1-2 Year","Yes",35818,26,37,1
"Female",80,1,46,0,"1-2 Year","Yes",42701,26,19,1
"Male",47,1,28,1,"1-2 Year","No",31410,26,106,0
"Female",21,1,27,1,"< 1 Year","No",2630,160,216,0
"Male",25,1,16,1,"< 1 Year","No",19704,152,228,0
"Female",24,1,30,0,"< 1 Year","No",25109,152,182,1
"Male",23,1,28,1,"< 1 Year","No",57572,152,232,0
"Female",24,1,10,1,"< 1 Year","No",27496,152,68,0
"Female",47,1,41,1,"1-2 Year","No",45335,124,134,0
"Male",27,1,18,1,"< 1 Year","No",24090,152,284,0
"Male",39,1,47,0,"1-2 Year","Yes",39447,124,84,0
"Female",26,1,28,0,"1-2 Year","Yes",67496,26,152,0
"Male",63,1,8,0,"1-2 Year","No",2630,160,143,0
"Female",54,1,39,0,"1-2 Year","Yes",44242,124,124,0
"Male",45,1,28,1,"1-2 Year","No",25797,26,209,0
"Male",26,1,8,1,"1-2 Year","No",42254,124,200,0
"Male",49,1,3,1,"1-2 Year","No",30755,26,115,0
"Male",46,1,8,0,"1-2 Year","Yes",51588,154,204,1
"Female",45,1,28,0,"1-2 Year","Yes",37259,122,41,0
"Male",39,1,30,0,"1-2 Year","Yes",23363,124,660,0
"Male",44,1,12,0,"1-2 Year","Yes",23681,156,200,1
"Male",59,1,30,0,"1-2 Year","Yes",2630,163,28,0
"Female",26,1,46,0,"1-2 Year","Yes",2630,124,237,1
"Male",21,1,7,1,"< 1 Year","No",36083,152,32,0
"Male",42,1,28,0,"1-2 Year","Yes",43624,26,206,1
"Female",27,1,33,1,"< 1 Year","No",33559,152,58,0
"Male",40,1,30,1,"1-2 Year","No",2630,124,14,0
"Female",53,1,28,0,"1-2 Year","Yes",47085,122,170,1
"Male",46,1,28,0,"> 2 Years","Yes",38225,26,42,1
"Female",23,1,29,1,"< 1 Year","No",35538,152,74,0
"Male",23,1,46,1,"< 1 Year","No",36540,152,37,0
"Female",27,1,28,1,"1-2 Year","No",30135,124,245,0
"Female",37,1,28,0,"1-2 Year","Yes",32730,122,275,1
"Female",24,1,15,1,"< 1 Year","Yes",43224,152,150,0
"Male",52,1,28,0,"> 2 Years","Yes",53347,25,75,0
"Male",55,1,20,0,"1-2 Year","Yes",2630,124,155,0
"Male",24,1,28,1,"< 1 Year","No",60080,152,36,0
"Female",70,1,28,1,"1-2 Year","No",43670,122,283,0
"Male",78,1,33,0,"1-2 Year","Yes",29158,26,190,0
"Male",50,1,28,0,"1-2 Year","Yes",45752,124,27,0
"Male",49,1,28,0,"> 2 Years","Yes",59145,124,183,1
"Female",21,1,37,1,"< 1 Year","No",23312,160,142,0
"Male",22,1,21,1,"< 1 Year","No",38335,152,263,0
"Male",24,1,11,1,"< 1 Year","No",36149,152,164,0
"Male",96,1,37,0,"< 1 Year","Yes",36910,152,297,0
"Male",24,1,28,0,"< 1 Year","Yes",56970,124,25,0
"Female",50,1,11,0,"1-2 Year","Yes",25614,26,130,0
"Male",45,1,21,1,"1-2 Year","No",2630,30,197,0
"Male",62,1,20,0,"1-2 Year","Yes",2630,26,108,0
"Female",31,1,30,1,"< 1 Year","No",38005,152,254,0
"Female",25,1,13,1,"< 1 Year","Yes",24487,152,164,0
"Female",52,1,17,0,"1-2 Year","Yes",31187,124,65,0
"Female",53,1,28,0,"1-2 Year","Yes",30405,26,174,1
"Female",35,1,8,0,"1-2 Year","Yes",33443,55,107,1
"Female",27,1,15,1,"< 1 Year","No",31902,151,239,0
"Male",50,1,2,1,"1-2 Year","No",40592,26,40,0
"Female",22,1,28,0,"< 1 Year","Yes",42974,149,138,0
"Male",25,1,47,1,"< 1 Year","No",29307,152,285,0
"Male",38,1,28,0,"1-2 Year","Yes",37031,124,184,1
"Female",43,1,28,0,"> 2 Years","Yes",32583,26,58,0
"Male",30,1,23,1,"< 1 Year","No",32995,152,13,0
"Male",40,1,8,0,"1-2 Year","Yes",2630,124,106,1
"Female",44,1,41,0,"1-2 Year","Yes",37183,124,165,1
"Female",33,1,37,0,"< 1 Year","Yes",32652,124,19,1
"Female",24,1,41,1,"< 1 Year","No",37261,152,173,0
"Female",27,1,50,1,"< 1 Year","No",56392,152,137,0
"Male",58,1,41,0,"1-2 Year","Yes",32078,124,273,1
"Female",23,1,28,0,"1-2 Year","Yes",37896,26,48,1
"Female",22,1,9,0,"< 1 Year","Yes",38505,152,77,0
"Female",55,1,29,0,"1-2 Year","Yes",42526,156,269,0
"Male",48,1,30,0,"1-2 Year","Yes",26617,152,181,0
"Male",28,1,8,1,"< 1 Year","No",2630,152,286,0
"Male",51,1,13,0,"1-2 Year","Yes",23251,124,36,0
"Male",42,1,29,0,"1-2 Year","Yes",2630,157,219,1
"Female",43,1,28,0,"1-2 Year","Yes",36543,124,204,0
"Male",51,1,28,0,"1-2 Year","Yes",74283,26,28,1
"Male",52,1,24,0,"1-2 Year","No",39802,26,38,0
"Female",42,1,45,0,"1-2 Year","Yes",32831,124,164,0
"Female",43,1,35,1,"1-2 Year","No",26480,124,142,0
"Male",22,1,29,1,"< 1 Year","No",38993,152,259,0
"Male",45,1,46,0,"1-2 Year","Yes",35572,26,190,0
"Male",49,1,21,0,"1-2 Year","Yes",30379,124,142,1
"Female",53,1,3,0,"1-2 Year","Yes",27094,26,86,1
"Male",57,1,46,0,"> 2 Years","Yes",39502,26,25,1
"Female",22,1,49,0,"< 1 Year","Yes",2630,160,177,0
"Male",48,1,28,0,"1-2 Year","Yes",38852,26,145,0
"Female",67,1,12,0,"> 2 Years","Yes",20435,26,167,0
"Male",29,1,42,1,"1-2 Year","No",30038,121,186,0
"Male",21,1,10,0,"< 1 Year","No",43424,152,265,0
"Female",28,1,41,0,"< 1 Year","Yes",27329,152,163,1
"Female",39,1,28,0,"1-2 Year","Yes",2630,156,145,0
"Male",47,1,3,0,"1-2 Year","Yes",29291,124,149,1
"Male",47,1,36,0,"1-2 Year","Yes",33954,124,183,0
"Male",22,1,2,0,"< 1 Year","Yes",37355,152,29,1
"Male",34,1,16,1,"1-2 Year","No",26092,152,165,0
"Female",40,1,28,0,"1-2 Year","Yes",35804,158,232,1
"Male",67,1,30,0,"1-2 Year","Yes",2630,122,162,0
"Male",47,1,9,0,"1-2 Year","Yes",2630,26,85,1
"Female",51,1,2,0,"1-2 Year","Yes",24217,124,170,1
"Male",43,1,28,0,"1-2 Year","Yes",2630,26,233,0
"Female",23,1,46,1,"< 1 Year","No",34321,160,121,0
"Male",29,1,18,1,"< 1 Year","No",2630,152,223,0
"Male",41,1,28,0,"> 2 Years","Yes",36283,124,279,1
"Male",40,1,39,0,"1-2 Year","Yes",34823,124,158,0
"Female",37,1,28,0,"1-2 Year","Yes",34184,124,86,1
"Male",47,1,31,1,"1-2 Year","No",2630,124,49,0
"Female",64,1,28,0,"> 2 Years","Yes",57184,26,285,0
"Female",22,1,28,1,"< 1 Year","No",39824,152,128,0
"Female",51,1,28,0,"1-2 Year","Yes",74380,116,170,0
"Male",31,1,46,0,"1-2 Year","Yes",28336,124,150,1
"Male",21,1,37,0,"< 1 Year","Yes",32990,160,179,0
"Female",20,1,47,0,"< 1 Year","Yes",2630,160,57,0
"Male",23,1,11,1,"< 1 Year","No",31320,152,223,0
"Male",57,1,28,0,"1-2 Year","Yes",29401,26,282,0
"Male",25,1,50,1,"< 1 Year","No",31166,152,90,0
"Female",25,1,4,1,"< 1 Year","No",28921,152,187,0
"Male",23,1,36,1,"< 1 Year","No",42659,151,256,0
"Male",27,1,41,1,"< 1 Year","No",26051,152,267,0
"Male",48,1,11,0,"1-2 Year","No",2630,120,50,1
"Male",31,1,28,0,"1-2 Year","Yes",30207,156,189,1
"Male",24,1,28,1,"< 1 Year","No",45005,152,271,0
"Male",33,1,11,0,"< 1 Year","Yes",2630,26,157,1
"Male",50,1,28,0,"1-2 Year","Yes",36252,26,181,1
"Male",44,1,28,1,"1-2 Year","No",33284,23,283,0
"Male",46,1,30,0,"1-2 Year","Yes",2630,157,106,1
"Female",35,1,45,1,"1-2 Year","No",19764,26,32,0
"Female",25,1,36,1,"< 1 Year","No",30031,152,201,0
"Male",44,1,43,0,"1-2 Year","Yes",40784,124,56,1
"Male",27,1,50,1,"< 1 Year","No",27095,152,204,0
"Female",75,1,33,1,"1-2 Year","No",30301,124,159,0
"Female",54,1,49,0,"1-2 Year","Yes",31505,152,243,0
"Male",53,1,19,0,"1-2 Year","Yes",27287,26,170,1
"Female",21,1,7,0,"1-2 Year","Yes",2630,156,291,1
"Male",39,1,4,0,"1-2 Year","Yes",37736,124,292,1
"Male",72,1,8,0,"> 2 Years","Yes",46153,26,280,1
"Male",27,1,7,1,"< 1 Year","No",2630,152,59,0
"Male",44,1,28,0,"1-2 Year","Yes",33110,122,260,0
"Male",46,1,8,0,"1-2 Year","No",34319,124,229,1
"Female",35,1,30,1,"1-2 Year","No",24525,140,197,0
"Female",64,1,28,0,"1-2 Year","Yes",26663,26,288,0
"Male",63,1,39,0,"1-2 Year","Yes",39997,26,186,0
"Female",30,1,28,0,"1-2 Year","Yes",43344,156,42,0
"Female",23,1,33,1,"< 1 Year","No",29759,152,132,0
"Female",46,1,46,1,"1-2 Year","No",30907,93,167,0
"Female",67,1,28,0,"1-2 Year","Yes",41694,26,270,1
"Male",23,1,39,1,"< 1 Year","No",35451,152,298,0
"Male",46,1,8,1,"1-2 Year","No",30928,124,31,0
"Female",57,1,28,1,"1-2 Year","No",34025,26,217,0
"Male",23,1,3,1,"< 1 Year","No",65990,152,158,0
"Male",76,1,28,0,"1-2 Year","No",41718,26,214,0
"Male",41,1,28,0,"1-2 Year","Yes",2630,124,132,0
"Male",69,1,28,0,"1-2 Year","Yes",53892,154,241,0
"Female",49,1,3,0,"1-2 Year","Yes",2630,156,244,0
"Male",23,1,8,0,"< 1 Year","No",2630,160,160,0
"Male",43,1,28,0,"1-2 Year","Yes",59256,124,213,0
"Female",42,1,28,0,"1-2 Year","Yes",72048,26,121,0
"Male",27,1,28,0,"< 1 Year","Yes",2630,124,109,1
"Male",48,1,46,0,"1-2 Year","Yes",27868,124,80,0
"Female",23,1,8,1,"< 1 Year","No",33620,152,155,0
"Male",50,1,11,0,"1-2 Year","Yes",26570,124,213,0
"Female",47,1,28,1,"1-2 Year","No",22152,26,266,0
"Female",44,1,8,0,"1-2 Year","Yes",30853,7,156,0
"Male",22,1,46,0,"< 1 Year","Yes",31042,152,244,0
"Male",47,1,30,0,"1-2 Year","Yes",34193,124,158,0
"Male",41,1,28,0,"1-2 Year","Yes",30596,124,46,0
"Male",48,1,18,1,"1-2 Year","No",48797,26,267,0
"Male",77,1,8,0,"1-2 Year","Yes",68796,124,78,0
"Male",39,1,28,0,"1-2 Year","Yes",50592,26,214,0
"Male",35,1,37,0,"1-2 Year","Yes",26377,124,102,0
"Female",26,1,8,1,"< 1 Year","No",28275,152,244,0
"Male",20,1,10,0,"1-2 Year","Yes",2630,157,72,0
"Female",68,1,14,1,"1-2 Year","No",35189,124,865,0
"Female",26,1,15,1,"< 1 Year","No",43753,152,33,0
"Male",60,1,15,0,"1-2 Year","Yes",39179,124,274,0
"Female",32,1,33,1,"< 1 Year","No",37094,152,223,0
"Male",39,1,8,0,"1-2 Year","Yes",2630,122,173,1
"Male",25,1,26,0,"< 1 Year","Yes",25205,160,236,0
"Male",32,1,41,0,"1-2 Year","Yes",2630,157,85,0
"Female",25,1,11,1,"< 1 Year","No",26522,152,171,0
"Female",47,1,28,0,"1-2 Year","Yes",46321,124,188,1
"Male",34,1,45,1,"1-2 Year","No",21199,125,83,0
"Male",33,1,18,0,"1-2 Year","Yes",2630,157,148,0
"Male",28,1,8,0,"< 1 Year","Yes",29584,152,45,0
"Male",53,1,41,1,"1-2 Year","No",20349,136,146,0
"Female",21,1,41,0,"< 1 Year","Yes",31964,152,225,0
"Female",27,1,14,1,"< 1 Year","No",23576,152,72,0
"Female",23,1,32,1,"< 1 Year","Yes",34043,152,77,0
"Female",23,1,27,1,"< 1 Year","No",28051,152,214,0
"Female",25,1,36,0,"< 1 Year","Yes",27334,152,53,0
"Male",49,1,46,0,"1-2 Year","Yes",32670,26,147,0
"Male",52,1,8,0,"1-2 Year","Yes",40468,124,199,1
"Female",55,1,28,0,"1-2 Year","Yes",37040,26,48,0
"Male",37,1,33,0,"1-2 Year","Yes",31135,124,189,1
"Female",23,1,49,0,"< 1 Year","Yes",19113,151,61,0
"Male",25,1,33,1,"< 1 Year","No",23937,152,225,0
"Female",32,1,46,1,"< 1 Year","No",25208,152,236,0
"Female",24,1,28,1,"< 1 Year","No",34302,152,282,0
"Male",51,1,28,1,"1-2 Year","No",29070,25,259,0
"Male",41,1,46,1,"1-2 Year","No",21997,26,219,0
"Male",29,1,13,0,"1-2 Year","Yes",18073,124,87,0
"Male",52,1,21,1,"1-2 Year","No",2630,160,139,0
"Female",22,1,29,1,"< 1 Year","No",37011,152,189,0
"Female",71,1,14,1,"1-2 Year","No",49654,26,111,0
"Female",24,1,8,1,"< 1 Year","No",29690,152,180,0
"Male",61,1,28,0,"1-2 Year","Yes",32701,124,77,0
"Female",41,1,28,0,"1-2 Year","Yes",41499,26,2556,1
"Male",25,1,33,0,"< 1 Year","Yes",2630,160,128,0
"Male",27,1,28,0,"1-2 Year","Yes",34938,155,79,0
"Female",50,1,47,0,"1-2 Year","Yes",29287,156,117,1
"Male",22,1,35,1,"< 1 Year","No",26451,152,214,0
"Male",73,1,38,0,"1-2 Year","No",34802,124,39,0
"Male",31,1,15,0,"< 1 Year","Yes",37432,26,274,1
"Female",59,1,11,0,"1-2 Year","No",40084,26,60,0
"Female",22,1,18,1,"< 1 Year","No",32177,152,239,0
"Male",25,1,3,0,"< 1 Year","Yes",2630,152,200,0
"Male",45,1,28,0,"1-2 Year","Yes",37949,36,282,0
"Female",20,1,50,0,"< 1 Year","Yes",30077,160,12,0
"Male",69,1,46,0,"> 2 Years","Yes",30312,124,216,0
"Female",21,1,9,0,"< 1 Year","Yes",17588,152,36,0
"Male",60,1,8,0,"1-2 Year","No",31703,26,114,0
"Male",37,1,11,0,"1-2 Year","No",38808,154,257,0
"Male",53,1,15,1,"1-2 Year","No",27435,124,217,0
"Male",77,1,24,0,"1-2 Year","Yes",2630,26,257,1
"Female",25,1,29,1,"< 1 Year","No",32925,152,252,0
"Male",36,1,28,0,"1-2 Year","Yes",39099,124,100,0
"Female",58,1,28,0,"> 2 Years","Yes",40022,124,21,0
"Female",23,1,28,1,"< 1 Year","No",52609,152,27,0
"Male",23,1,46,1,"< 1 Year","No",64836,152,147,0
"Male",73,1,14,0,"1-2 Year","Yes",43880,26,70,0
"Male",58,1,8,0,"> 2 Years","Yes",33666,124,116,0
"Male",53,1,28,0,"1-2 Year","No",31334,4,227,1
"Female",22,1,35,0,"< 1 Year","Yes",23533,160,138,0
"Male",26,1,50,1,"< 1 Year","No",27895,152,49,0
"Female",71,1,50,1,"1-2 Year","No",37495,18,61,0
"Female",73,1,28,0,"1-2 Year","Yes",41842,26,54,1
"Male",46,1,28,0,"1-2 Year","Yes",2630,26,79,1
"Male",47,1,9,1,"1-2 Year","No",25442,26,59,0
"Female",29,1,3,0,"< 1 Year","Yes",30594,156,120,1
"Female",57,1,28,0,"1-2 Year","Yes",39001,26,286,0
"Male",52,1,28,0,"1-2 Year","Yes",40569,124,278,1
"Female",25,1,36,1,"< 1 Year","No",34874,152,93,0
"Female",64,1,28,0,"1-2 Year","Yes",2630,26,117,0
"Male",25,1,21,0,"< 1 Year","Yes",38886,160,220,0
"Male",68,1,8,0,"1-2 Year","Yes",63017,124,69,1
"Male",23,1,22,0,"< 1 Year","Yes",28319,152,76,0
"Female",66,1,28,0,"> 2 Years","Yes",40469,122,230,0
"Male",46,1,8,0,"1-2 Year","Yes",44119,124,40,0
"Female",24,1,35,0,"< 1 Year","Yes",36582,26,35,0
